,social_factor,Run,altieri_entropy_index,graph_modularity
0,0.0,0,1.3851707094045898,0.32830982174875495
1,0.0,1,1.3862681056899913,0.3292462812882637
2,0.034482758620689655,2,1.366856688292186,0.32486059433854014
3,0.034482758620689655,3,1.3843249557344095,0.33204716474066115
4,0.06896551724137931,4,1.387831647976663,0.318161024549231
5,0.06896551724137931,5,1.3865016910388976,0.33663777664933625
6,0.10344827586206896,6,1.3872062751933871,0.32954380117660503
7,0.10344827586206896,7,1.3770813478792692,0.3375413040290738
8,0.13793103448275862,8,1.3853583552503674,0.346410875131242
9,0.13793103448275862,9,1.3844382029916664,0.33636191710452235
10,0.1724137931034483,10,1.3856893335559524,0.3301660080941649
11,0.1724137931034483,11,1.386252495257016,0.33852206367184173
12,0.20689655172413793,12,1.360282332922139,0.33883927548243375
13,0.20689655172413793,13,1.3860803340497347,0.3293115939798082
14,0.24137931034482757,14,1.384438936013441,0.34004598189828344
15,0.24137931034482757,15,1.3867051150632366,0.33921383847143677
16,0.27586206896551724,16,1.38320203620812,0.33827622333988255
17,0.27586206896551724,17,1.369310459959325,0.3402170694477405
18,0.3103448275862069,18,1.3859480091862462,0.33948730424840373
19,0.3103448275862069,19,1.3792999932625465,0.34091053448133823
20,0.3448275862068966,20,1.3861611304648431,0.33137394315607216
21,0.3448275862068966,21,1.3811211409624764,0.3428074241738343
22,0.3793103448275862,22,1.3867475788531425,0.3268431199594288
23,0.3793103448275862,23,1.3860762368854118,0.3374934172540908
24,0.41379310344827586,24,1.3854630775835386,0.32565064556434825
25,0.41379310344827586,25,1.3865601016708176,0.3280997419965232
26,0.4482758620689655,26,1.383821321927669,0.3317548621942386
27,0.4482758620689655,27,1.3773298654120552,0.33228391434052956
28,0.48275862068965514,28,1.3852205029529734,0.32929660084365536
29,0.48275862068965514,29,1.377196576110864,0.3374192021020961
30,0.5172413793103449,30,1.3712709398145093,0.3354531462200091
31,0.5172413793103449,31,1.385605697774611,0.3393550533078903
32,0.5517241379310345,32,1.3857836597924404,0.34142145729771667
33,0.5517241379310345,33,1.3824391140941867,0.32968249545533246
34,0.5862068965517241,34,1.3860956561879012,0.33697724754567243
35,0.5862068965517241,35,1.3801742222508346,0.33233234939225165
36,0.6206896551724138,36,1.386105411146337,0.33205682849970625
37,0.6206896551724138,37,1.3894831817403754,0.3347585033565562
38,0.6551724137931034,38,1.3866926056883715,0.3247533705840332
39,0.6551724137931034,39,1.3843323198641864,0.333536635508895
40,0.6896551724137931,40,1.3707316841792465,0.3402459875897558
41,0.6896551724137931,41,1.386227644371535,0.32851046872997564
42,0.7241379310344828,42,1.3858677796938343,0.3411435117578568
43,0.7241379310344828,43,1.3751317032513761,0.3333787345997203
44,0.7586206896551724,44,1.3780404683065963,0.3259485982116866
45,0.7586206896551724,45,1.383519631086876,0.3366412424028512
46,0.7931034482758621,46,1.3863473267431248,0.32078964378052277
47,0.7931034482758621,47,1.3848847652878624,0.32438846767281204
48,0.8275862068965517,48,1.3830594719578573,0.338091838290486
49,0.8275862068965517,49,1.387993903290616,0.3426735336143881
50,0.8620689655172413,50,1.3847788823929579,0.3268465145642388
51,0.8620689655172413,51,1.384250245138053,0.33926667197065785
52,0.896551724137931,52,1.3869725192920874,0.32986614200683867
53,0.896551724137931,53,1.3591931191843627,0.32686433426885647
54,0.9310344827586207,54,1.3810018920674054,0.3269591955093444
55,0.9310344827586207,55,1.3832478182174377,0.3315732638888889
56,0.9655172413793103,56,1.3860494608340546,0.33276605666604125
57,0.9655172413793103,57,1.3857204714783196,0.34023172177367683
58,1.0,58,1.386987172422114,0.3346768260990752
59,1.0,59,1.3866054596086996,0.3333946383511998
