Unnamed: 0,fermi_alpha,fermi_b,social_factor,connections_perstep,opinion_max_diff,conformity,Run,Replicates,Network Modularity,Leibovici Entropy Index,Altieri Entropy Index,connections_per_step,Modularity
25,3.71875,7.8515625,0.39453125,1,6.02734375,0.27734375,25,0.142307726,0.140923373,0.058766843,2,,
26,4.15625,9.4921875,0.34765625,1,1.03515625,0.62109375,26,0.159536609,0.158673545,0.010158503,2,,
27,7.71875,9.4921875,0.34765625,1,1.03515625,0.62109375,27,0.159536609,0.158673545,0.010158503,2,,
28,4.15625,2.8515625,0.34765625,1,1.03515625,0.62109375,28,0.101428246,0.094165237,0.009987376,2,,
29,4.15625,9.4921875,0.89453125,1,1.03515625,0.62109375,29,0.101428246,0.094165237,0.009987376,2,,
30,8.15625,7.8515625,0.84765625,3,5.53515625,0.12109375,30,0.205785882,0.182698589,0.007931832,3,,
31,8.15625,4.4921875,0.39453125,3,5.53515625,0.12109375,31,0.146767198,0.125697251,0.009545279,3,,
32,8.15625,4.4921875,0.84765625,1,5.53515625,0.12109375,32,0.20165101,0.188513703,0.059584571,3,,
33,8.15625,4.4921875,0.84765625,3,6.02734375,0.12109375,33,0.159628779,0.163869796,0.010656808,3,,
34,8.15625,4.4921875,0.84765625,3,5.53515625,0.27734375,34,0.067841273,0.062654246,0.008758746,3,,
35,3.71875,7.8515625,0.39453125,1,6.02734375,0.27734375,35,0.10002068,0.111549933,0.004767384,3,,
36,4.15625,9.4921875,0.34765625,1,1.03515625,0.62109375,36,0.10002068,0.111549933,0.004767384,3,,
37,7.71875,9.4921875,0.34765625,1,1.03515625,0.62109375,37,0.10002068,0.111549933,0.004767384,3,,
38,4.15625,2.8515625,0.34765625,1,1.03515625,0.62109375,38,0.10002068,0.111549933,0.004767384,3,,
39,4.15625,9.4921875,0.89453125,1,1.03515625,0.62109375,39,0.10002068,0.111549933,0.004767384,3,,
40,8.15625,7.8515625,0.84765625,3,5.53515625,0.12109375,40,0.167026104,0.108570077,0.00679705,4,,
41,8.15625,4.4921875,0.39453125,3,5.53515625,0.12109375,41,0.091483178,0.104359298,0.008194979,4,,
42,8.15625,4.4921875,0.84765625,1,5.53515625,0.12109375,42,0.23880536,0.170539343,0.058876338,4,,
43,8.15625,4.4921875,0.84765625,3,6.02734375,0.12109375,43,0.233407554,0.193426425,0.011135982,4,,
44,8.15625,4.4921875,0.84765625,3,5.53515625,0.27734375,44,0.15969016,0.162257368,0.009163044,4,,
45,3.71875,7.8515625,0.39453125,1,6.02734375,0.27734375,45,0.210565453,0.224691764,0.056951221,4,,
46,4.15625,9.4921875,0.34765625,1,1.03515625,0.62109375,46,0.234601971,0.127716768,0.010464554,4,,
47,7.71875,9.4921875,0.34765625,1,1.03515625,0.62109375,47,0.234601971,0.127716768,0.010464554,4,,
48,4.15625,2.8515625,0.34765625,1,1.03515625,0.62109375,48,0.131935924,0.117667336,0.005678631,4,,
49,4.15625,9.4921875,0.89453125,1,1.03515625,0.62109375,49,0.131935924,0.117667336,0.005678631,4,,
0,4.15625,9.4921875,0.34765625,3,1.03515625,0.62109375,0,2.158556659,1.734734315,0.00638469,0,,
1,4.15625,9.4921875,0.34765625,1,1.52734375,0.62109375,1,2.074339677,1.716925171,0.058989834,0,,
2,4.15625,9.4921875,0.34765625,1,1.03515625,0.77734375,2,2.142772408,1.749837845,0.057602454,0,,
3,7.71875,2.8515625,0.89453125,3,1.52734375,0.77734375,3,2.117906417,1.728169351,0.446756304,0,,
4,5.15625,3.2421875,0.22265625,1,2.16015625,0.99609375,4,2.117906417,1.728169351,0.446756304,0,,
5,2.71875,3.2421875,0.22265625,1,2.16015625,0.99609375,5,2.117906417,1.728169351,0.446756304,0,,
6,5.15625,9.1015625,0.22265625,1,2.16015625,0.99609375,6,2.117906417,1.728169351,0.446756304,0,,
7,5.15625,3.2421875,0.26953125,1,2.16015625,0.99609375,7,2.117906417,1.728169351,0.446756304,0,,
8,5.15625,3.2421875,0.22265625,2,2.16015625,0.99609375,8,2.117906417,1.728169351,0.446756304,0,,
9,5.15625,3.2421875,0.22265625,1,7.15234375,0.99609375,9,2.117906417,1.728169351,0.446756304,0,,
10,4.15625,9.4921875,0.34765625,3,1.03515625,0.62109375,10,2.117906417,1.728169351,0.446756304,1,,
11,4.15625,9.4921875,0.34765625,1,1.52734375,0.62109375,11,2.117906417,1.728169351,0.446756304,1,,
12,4.15625,9.4921875,0.34765625,1,1.03515625,0.77734375,12,2.117906417,1.728169351,0.446756304,1,,
13,7.71875,2.8515625,0.89453125,3,1.52734375,0.77734375,13,2.185428702,1.774279861,0.543978152,1,,
14,5.15625,3.2421875,0.22265625,1,2.16015625,0.99609375,14,2.185428702,1.774279861,0.543978152,1,,
15,2.71875,3.2421875,0.22265625,1,2.16015625,0.99609375,15,2.185428702,1.774279861,0.543978152,1,,
16,5.15625,9.1015625,0.22265625,1,2.16015625,0.99609375,16,2.117906417,1.728169351,0.446756304,1,,
17,5.15625,3.2421875,0.26953125,1,2.16015625,0.99609375,17,2.117906417,1.728169351,0.446756304,1,,
18,5.15625,3.2421875,0.22265625,2,2.16015625,0.99609375,18,2.117906417,1.728169351,0.446756304,1,,
19,5.15625,3.2421875,0.22265625,1,7.15234375,0.99609375,19,2.117906417,1.728169351,0.446756304,1,,
20,4.15625,9.4921875,0.34765625,3,1.03515625,0.62109375,20,2.185428702,1.774279861,0.543978152,2,,
21,4.15625,9.4921875,0.34765625,1,1.52734375,0.62109375,21,2.185428702,1.774279861,0.543978152,2,,
22,4.15625,9.4921875,0.34765625,1,1.03515625,0.77734375,22,2.185428702,1.774279861,0.543978152,2,,
23,7.71875,2.8515625,0.89453125,3,1.52734375,0.77734375,23,1.8087712,1.462214072,0.423914118,2,,
24,5.15625,3.2421875,0.22265625,1,2.16015625,0.99609375,24,2.117906417,1.728169351,0.446756304,2,,
25,2.71875,3.2421875,0.22265625,1,2.16015625,0.99609375,25,1.8087712,1.462214072,0.423914118,2,,
26,5.15625,9.1015625,0.22265625,1,2.16015625,0.99609375,26,2.185428702,1.774279861,0.543978152,2,,
27,5.15625,3.2421875,0.26953125,1,2.16015625,0.99609375,27,2.185428702,1.774279861,0.543978152,2,,
28,5.15625,3.2421875,0.22265625,2,2.16015625,0.99609375,28,2.117906417,1.728169351,0.446756304,2,,
29,5.15625,3.2421875,0.22265625,1,7.15234375,0.99609375,29,2.117906417,1.728169351,0.446756304,2,,
30,4.15625,9.4921875,0.34765625,3,1.03515625,0.62109375,30,2.185428702,1.774279861,0.543978152,3,,
31,4.15625,9.4921875,0.34765625,1,1.52734375,0.62109375,31,2.117906417,1.728169351,0.446756304,3,,
32,4.15625,9.4921875,0.34765625,1,1.03515625,0.77734375,32,2.117906417,1.728169351,0.446756304,3,,
33,7.71875,2.8515625,0.89453125,3,1.52734375,0.77734375,33,1.587270535,1.266002534,0.49381604,3,,
34,5.15625,3.2421875,0.22265625,1,2.16015625,0.99609375,34,2.117906417,1.728169351,0.446756304,3,,
35,2.71875,3.2421875,0.22265625,1,2.16015625,0.99609375,35,1.8087712,1.462214072,0.423914118,3,,
36,5.15625,9.1015625,0.22265625,1,2.16015625,0.99609375,36,2.117906417,1.728169351,0.446756304,3,,
37,5.15625,3.2421875,0.26953125,1,2.16015625,0.99609375,37,2.117906417,1.728169351,0.446756304,3,,
38,5.15625,3.2421875,0.22265625,2,2.16015625,0.99609375,38,1.8087712,1.462214072,0.423914118,3,,
39,5.15625,3.2421875,0.22265625,1,7.15234375,0.99609375,39,1.8087712,1.462214072,0.423914118,3,,
40,4.15625,9.4921875,0.34765625,3,1.03515625,0.62109375,40,2.185428702,1.774279861,0.543978152,4,,
41,4.15625,9.4921875,0.34765625,1,1.52734375,0.62109375,41,2.185428702,1.774279861,0.543978152,4,,
42,4.15625,9.4921875,0.34765625,1,1.03515625,0.77734375,42,2.185428702,1.774279861,0.543978152,4,,
43,7.71875,2.8515625,0.89453125,3,1.52734375,0.77734375,43,2.19554259,1.785088112,0.400877525,4,,
44,5.15625,3.2421875,0.22265625,1,2.16015625,0.99609375,44,2.185428702,1.774279861,0.543978152,4,,
45,2.71875,3.2421875,0.22265625,1,2.16015625,0.99609375,45,2.185428702,1.774279861,0.543978152,4,,
46,5.15625,9.1015625,0.22265625,1,2.16015625,0.99609375,46,1.8087712,1.462214072,0.423914118,4,,
47,5.15625,3.2421875,0.26953125,1,2.16015625,0.99609375,47,1.8087712,1.462214072,0.423914118,4,,
48,5.15625,3.2421875,0.22265625,2,2.16015625,0.99609375,48,2.117906417,1.728169351,0.446756304,4,,
49,5.15625,3.2421875,0.22265625,1,7.15234375,0.99609375,49,2.117906417,1.728169351,0.446756304,4,,
0,5.15625,3.2421875,0.22265625,1,2.16015625,0.90234375,0,1.631117937,1.325046663,0.248039781,0,,
1,2.71875,9.1015625,0.26953125,2,7.15234375,0.90234375,1,1.631117937,1.325046663,0.248039781,0,,
2,9.15625,8.2421875,0.72265625,3,6.66015625,0.49609375,2,0.267577841,0.235184398,0.008340272,0,,
3,6.71875,8.2421875,0.72265625,3,6.66015625,0.49609375,3,0.267577841,0.235184398,0.008340272,0,,
4,9.15625,4.1015625,0.72265625,3,6.66015625,0.49609375,4,0.145199565,0.14558809,0.008516225,0,,
5,9.15625,8.2421875,0.76953125,3,6.66015625,0.49609375,5,0.10895707,0.093283606,0.007493996,0,,
6,9.15625,8.2421875,0.72265625,4,6.66015625,0.49609375,6,0.087568469,0.067506001,0,0,,
7,9.15625,8.2421875,0.72265625,3,2.65234375,0.49609375,7,0.253232564,0.240901283,0,0,,
8,9.15625,8.2421875,0.72265625,3,6.66015625,0.40234375,8,0.184806368,0.146561316,0.005404034,0,,
9,6.71875,4.1015625,0.76953125,4,2.65234375,0.40234375,9,0.184806368,0.146561316,0.005404034,0,,
10,5.15625,3.2421875,0.22265625,1,2.16015625,0.90234375,10,0.184806368,0.146561316,0.005404034,1,,
11,2.71875,9.1015625,0.26953125,2,7.15234375,0.90234375,11,0.184806368,0.146561316,0.005404034,1,,
12,9.15625,8.2421875,0.72265625,3,6.66015625,0.49609375,12,0.114092447,0.103486776,0.004211269,1,,
13,6.71875,8.2421875,0.72265625,3,6.66015625,0.49609375,13,0.114092447,0.103486776,0.004211269,1,,
14,9.15625,4.1015625,0.72265625,3,6.66015625,0.49609375,14,0.109656207,0.10692898,0.008397811,1,,
15,9.15625,8.2421875,0.76953125,3,6.66015625,0.49609375,15,0.143961372,0.098156761,0.004999995,1,,
16,9.15625,8.2421875,0.72265625,4,6.66015625,0.49609375,16,0.066058512,0.069001513,0,1,,
17,9.15625,8.2421875,0.72265625,3,2.65234375,0.49609375,17,0.214898816,0.233105974,0.008786005,1,,
18,9.15625,8.2421875,0.72265625,3,6.66015625,0.40234375,18,0.154571886,0.164736834,0.001992367,1,,
19,6.71875,4.1015625,0.76953125,4,2.65234375,0.40234375,19,0.10895707,0.093283606,0.007493996,1,,
20,5.15625,3.2421875,0.22265625,1,2.16015625,0.90234375,20,0.114092447,0.103486776,0.004211269,2,,
21,2.71875,9.1015625,0.26953125,2,7.15234375,0.90234375,21,0.10895707,0.093283606,0.007493996,2,,
22,9.15625,8.2421875,0.72265625,3,6.66015625,0.49609375,22,0.097851646,0.110199519,0.006117874,2,,
23,6.71875,8.2421875,0.72265625,3,6.66015625,0.49609375,23,0.109656207,0.10692898,0.008397811,2,,
24,9.15625,4.1015625,0.72265625,3,6.66015625,0.49609375,24,0.234651734,0.201500382,0.009300042,2,,
25,9.15625,8.2421875,0.76953125,3,6.66015625,0.49609375,25,0.109904431,0.107489159,0.005263658,2,,
26,9.15625,8.2421875,0.72265625,4,6.66015625,0.49609375,26,0.035279774,0.04845472,1.11E-16,2,,
27,9.15625,8.2421875,0.72265625,3,2.65234375,0.49609375,27,1.683511757,1.380622932,0.006567797,2,,
28,9.15625,8.2421875,0.72265625,3,6.66015625,0.40234375,28,0.138077,0.138635255,0.009487622,2,,
29,6.71875,4.1015625,0.76953125,4,2.65234375,0.40234375,29,0.109656207,0.10692898,0.008397811,2,,
30,5.15625,3.2421875,0.22265625,1,2.16015625,0.90234375,30,0.143961372,0.098156761,0.004999995,3,,
31,2.71875,9.1015625,0.26953125,2,7.15234375,0.90234375,31,0.143961372,0.098156761,0.004999995,3,,
32,9.15625,8.2421875,0.72265625,3,6.66015625,0.49609375,32,0.178575934,0.152795847,0.006632118,3,,
33,6.71875,8.2421875,0.72265625,3,6.66015625,0.49609375,33,0.066058512,0.069001513,0,3,,
34,9.15625,4.1015625,0.72265625,3,6.66015625,0.49609375,34,0.115823859,0.104328014,0.008139269,3,,
35,9.15625,8.2421875,0.76953125,3,6.66015625,0.49609375,35,0.104311598,0.09462473,0.00746225,3,,
36,9.15625,8.2421875,0.72265625,4,6.66015625,0.49609375,36,0.091763741,0.09500281,0,3,,
37,9.15625,8.2421875,0.72265625,3,2.65234375,0.49609375,37,0.247561265,0.248758947,0.003681005,3,,
38,9.15625,8.2421875,0.72265625,3,6.66015625,0.40234375,38,0.115272425,0.116335533,0.007419479,3,,
39,6.71875,4.1015625,0.76953125,4,2.65234375,0.40234375,39,0.035279774,0.04845472,1.11E-16,3,,
40,5.15625,3.2421875,0.22265625,1,2.16015625,0.90234375,40,0.234651734,0.201500382,0.009300042,4,,
41,2.71875,9.1015625,0.26953125,2,7.15234375,0.90234375,41,0.109904431,0.107489159,0.005263658,4,,
42,9.15625,8.2421875,0.72265625,3,6.66015625,0.49609375,42,0.276634716,0.249741897,0.006460379,4,,
43,6.71875,8.2421875,0.72265625,3,6.66015625,0.49609375,43,0.035279774,0.04845472,1.11E-16,4,,
44,9.15625,4.1015625,0.72265625,3,6.66015625,0.49609375,44,0.196115598,0.186113714,0.009547083,4,,
45,9.15625,8.2421875,0.76953125,3,6.66015625,0.49609375,45,0.144626194,0.097529204,0.006752469,4,,
46,9.15625,8.2421875,0.72265625,4,6.66015625,0.49609375,46,0.141185493,0.13934357,0,4,,
47,9.15625,8.2421875,0.72265625,3,2.65234375,0.49609375,47,0.240378147,0.235496008,0.006638603,4,,
48,9.15625,8.2421875,0.72265625,3,6.66015625,0.40234375,48,0.176015502,0.148104631,0.008464229,4,,
49,6.71875,4.1015625,0.76953125,4,2.65234375,0.40234375,49,0.234651734,0.201500382,0.009300042,4,,
0,7.15625,0.7421875,0.47265625,2,8.91015625,0.24609375,0,0.415055023,0.239612887,0.050773021,0,,
1,4.71875,0.7421875,0.47265625,2,8.91015625,0.24609375,1,0.415055023,0.239612887,0.050773021,0,,
2,7.15625,1.6015625,0.47265625,2,8.91015625,0.24609375,2,0.152650387,0.095256778,0.03715132,0,,
3,7.15625,0.7421875,0.51953125,2,8.91015625,0.24609375,3,0.428502254,0.270222676,0.050486952,0,,
4,7.15625,0.7421875,0.47265625,3,8.91015625,0.24609375,4,0.195952514,0.097525693,0.066910785,0,,
5,7.15625,0.7421875,0.47265625,2,4.90234375,0.24609375,5,0.38373373,0.217906235,0.062646371,0,,
6,7.15625,0.7421875,0.47265625,2,8.91015625,0.15234375,6,0.274795789,0.191256495,0.081688171,0,,
7,4.71875,1.6015625,0.51953125,3,4.90234375,0.15234375,7,0.274795789,0.191256495,0.081688171,0,,
8,3.15625,5.7421875,0.97265625,4,4.41015625,0.74609375,8,0.274795789,0.191256495,0.081688171,0,,
9,8.71875,5.7421875,0.97265625,4,4.41015625,0.74609375,9,0.113415181,0.09907726,0,0,,
10,7.15625,0.7421875,0.47265625,2,8.91015625,0.24609375,10,0.113415181,0.09907726,0,1,,
11,4.71875,0.7421875,0.47265625,2,8.91015625,0.24609375,11,0.113415181,0.09907726,0,1,,
12,7.15625,1.6015625,0.47265625,2,8.91015625,0.24609375,12,0.113415181,0.09907726,0,1,,
13,7.15625,0.7421875,0.51953125,2,8.91015625,0.24609375,13,0.113415181,0.09907726,0,1,,
14,7.15625,0.7421875,0.47265625,3,8.91015625,0.24609375,14,0.113415181,0.09907726,0,1,,
15,7.15625,0.7421875,0.47265625,2,4.90234375,0.24609375,15,0.113415181,0.09907726,0,1,,
16,7.15625,0.7421875,0.47265625,2,8.91015625,0.15234375,16,0.113415181,0.09907726,0,1,,
17,4.71875,1.6015625,0.51953125,3,4.90234375,0.15234375,17,0.113415181,0.09907726,0,1,,
18,3.15625,5.7421875,0.97265625,4,4.41015625,0.74609375,18,0.113415181,0.09907726,0,1,,
19,8.71875,5.7421875,0.97265625,4,4.41015625,0.74609375,19,0.247365753,0.24028366,0,1,,
20,7.15625,0.7421875,0.47265625,2,8.91015625,0.24609375,20,0.247365753,0.24028366,0,2,,
21,4.71875,0.7421875,0.47265625,2,8.91015625,0.24609375,21,0.247365753,0.24028366,0,2,,
22,7.15625,1.6015625,0.47265625,2,8.91015625,0.24609375,22,0.247365753,0.24028366,0,2,,
23,7.15625,0.7421875,0.51953125,2,8.91015625,0.24609375,23,0.247365753,0.24028366,0,2,,
24,7.15625,0.7421875,0.47265625,3,8.91015625,0.24609375,24,0.247365753,0.24028366,0,2,,
25,7.15625,0.7421875,0.47265625,2,4.90234375,0.24609375,25,0.247365753,0.24028366,0,2,,
26,7.15625,0.7421875,0.47265625,2,8.91015625,0.15234375,26,0.247365753,0.24028366,0,2,,
27,4.71875,1.6015625,0.51953125,3,4.90234375,0.15234375,27,0.113415181,0.09907726,0,2,,
28,3.15625,5.7421875,0.97265625,4,4.41015625,0.74609375,28,0.113415181,0.09907726,0,2,,
29,8.71875,5.7421875,0.97265625,4,4.41015625,0.74609375,29,0.218678186,0.18078135,0,2,,
30,7.15625,0.7421875,0.47265625,2,8.91015625,0.24609375,30,0.113415181,0.09907726,0,3,,
31,4.71875,0.7421875,0.47265625,2,8.91015625,0.24609375,31,0.218678186,0.18078135,0,3,,
32,7.15625,1.6015625,0.47265625,2,8.91015625,0.24609375,32,0.218678186,0.18078135,0,3,,
33,7.15625,0.7421875,0.51953125,2,8.91015625,0.24609375,33,0.218678186,0.18078135,0,3,,
34,7.15625,0.7421875,0.47265625,3,8.91015625,0.24609375,34,0.218678186,0.18078135,0,3,,
35,7.15625,0.7421875,0.47265625,2,4.90234375,0.24609375,35,0.247365753,0.24028366,0,3,,
36,7.15625,0.7421875,0.47265625,2,8.91015625,0.15234375,36,0.247365753,0.24028366,0,3,,
37,4.71875,1.6015625,0.51953125,3,4.90234375,0.15234375,37,0.113415181,0.09907726,0,3,,
38,3.15625,5.7421875,0.97265625,4,4.41015625,0.74609375,38,0.247365753,0.24028366,0,3,,
39,8.71875,5.7421875,0.97265625,4,4.41015625,0.74609375,39,0.240656751,0.225062332,0,3,,
40,7.15625,0.7421875,0.47265625,2,8.91015625,0.24609375,40,0.240656751,0.225062332,0,4,,
41,4.71875,0.7421875,0.47265625,2,8.91015625,0.24609375,41,0.240656751,0.225062332,0,4,,
42,7.15625,1.6015625,0.47265625,2,8.91015625,0.24609375,42,0.240656751,0.225062332,0,4,,
43,7.15625,0.7421875,0.51953125,2,8.91015625,0.24609375,43,0.240656751,0.225062332,0,4,,
44,7.15625,0.7421875,0.47265625,3,8.91015625,0.24609375,44,0.247365753,0.24028366,0,4,,
45,7.15625,0.7421875,0.47265625,2,4.90234375,0.24609375,45,0.218678186,0.18078135,0,4,,
46,7.15625,0.7421875,0.47265625,2,8.91015625,0.15234375,46,0.218678186,0.18078135,0,4,,
47,4.71875,1.6015625,0.51953125,3,4.90234375,0.15234375,47,0.218678186,0.18078135,0,4,,
48,3.15625,5.7421875,0.97265625,4,4.41015625,0.74609375,48,0.218678186,0.18078135,0,4,,
49,8.71875,5.7421875,0.97265625,4,4.41015625,0.74609375,49,0.066426217,0.031755726,0,4,,
0,3.15625,6.6015625,0.97265625,4,4.41015625,0.74609375,0,0.107527051,0.10002335,0,0,,
1,3.15625,5.7421875,0.01953125,4,4.41015625,0.74609375,1,0.18950921,0.147845162,0,0,,
2,3.15625,5.7421875,0.97265625,1,4.41015625,0.74609375,2,0.255561658,0.191416118,0.057195639,0,,
3,3.15625,5.7421875,0.97265625,4,9.40234375,0.74609375,3,0.118243192,0.138367638,0,0,,
4,3.15625,5.7421875,0.97265625,4,4.41015625,0.65234375,4,0.290865148,0.204532967,0,0,,
5,8.71875,6.6015625,0.01953125,1,9.40234375,0.65234375,5,0.191245504,0.162888227,0.059511001,0,,
6,3.65625,3.8671875,0.41015625,3,8.34765625,0.55859375,6,0.191245504,0.162888227,0.059511001,0,,
7,2.21875,3.8671875,0.41015625,3,8.34765625,0.55859375,7,0.191245504,0.162888227,0.059511001,0,,
8,3.65625,9.7265625,0.41015625,3,8.34765625,0.55859375,8,0.191245504,0.162888227,0.059511001,0,,
9,3.65625,3.8671875,0.33203125,3,8.34765625,0.55859375,9,0.191245504,0.162888227,0.059511001,0,,
10,3.15625,6.6015625,0.97265625,4,4.41015625,0.74609375,10,0.191245504,0.162888227,0.059511001,1,,
11,3.15625,5.7421875,0.01953125,4,4.41015625,0.74609375,11,0.191245504,0.162888227,0.059511001,1,,
12,3.15625,5.7421875,0.97265625,1,4.41015625,0.74609375,12,0.191245504,0.162888227,0.059511001,1,,
13,3.15625,5.7421875,0.97265625,4,9.40234375,0.74609375,13,0.191245504,0.162888227,0.059511001,1,,
14,3.15625,5.7421875,0.97265625,4,4.41015625,0.65234375,14,0.191245504,0.162888227,0.059511001,1,,
15,8.71875,6.6015625,0.01953125,1,9.40234375,0.65234375,15,0.275986813,0.181935135,0.056157277,1,,
16,3.65625,3.8671875,0.41015625,3,8.34765625,0.55859375,16,0.191245504,0.162888227,0.059511001,1,,
17,2.21875,3.8671875,0.41015625,3,8.34765625,0.55859375,17,0.275986813,0.181935135,0.056157277,1,,
18,3.65625,9.7265625,0.41015625,3,8.34765625,0.55859375,18,0.191245504,0.162888227,0.059511001,1,,
19,3.65625,3.8671875,0.33203125,3,8.34765625,0.55859375,19,0.191245504,0.162888227,0.059511001,1,,
20,3.15625,6.6015625,0.97265625,4,4.41015625,0.74609375,20,0.275986813,0.181935135,0.056157277,2,,
21,3.15625,5.7421875,0.01953125,4,4.41015625,0.74609375,21,0.275986813,0.181935135,0.056157277,2,,
22,3.15625,5.7421875,0.97265625,1,4.41015625,0.74609375,22,0.275986813,0.181935135,0.056157277,2,,
23,3.15625,5.7421875,0.97265625,4,9.40234375,0.74609375,23,0.275986813,0.181935135,0.056157277,2,,
24,3.15625,5.7421875,0.97265625,4,4.41015625,0.65234375,24,0.275986813,0.181935135,0.056157277,2,,
25,8.71875,6.6015625,0.01953125,1,9.40234375,0.65234375,25,0.261880188,0.244985512,0.055974471,2,,
26,3.65625,3.8671875,0.41015625,3,8.34765625,0.55859375,26,0.191245504,0.162888227,0.059511001,2,,
27,2.21875,3.8671875,0.41015625,3,8.34765625,0.55859375,27,0.261880188,0.244985512,0.055974471,2,,
28,3.65625,9.7265625,0.41015625,3,8.34765625,0.55859375,28,0.191245504,0.162888227,0.059511001,2,,
29,3.65625,3.8671875,0.33203125,3,8.34765625,0.55859375,29,0.261880188,0.244985512,0.055974471,2,,
30,3.15625,6.6015625,0.97265625,4,4.41015625,0.74609375,30,0.275986813,0.181935135,0.056157277,3,,
31,3.15625,5.7421875,0.01953125,4,4.41015625,0.74609375,31,0.275986813,0.181935135,0.056157277,3,,
32,3.15625,5.7421875,0.97265625,1,4.41015625,0.74609375,32,0.275986813,0.181935135,0.056157277,3,,
33,3.15625,5.7421875,0.97265625,4,9.40234375,0.74609375,33,0.191245504,0.162888227,0.059511001,3,,
34,3.15625,5.7421875,0.97265625,4,4.41015625,0.65234375,34,0.191245504,0.162888227,0.059511001,3,,
35,8.71875,6.6015625,0.01953125,1,9.40234375,0.65234375,35,0.44840633,0.431954361,0.051119157,3,,
36,3.65625,3.8671875,0.41015625,3,8.34765625,0.55859375,36,0.261880188,0.244985512,0.055974471,3,,
37,2.21875,3.8671875,0.41015625,3,8.34765625,0.55859375,37,0.275986813,0.181935135,0.056157277,3,,
38,3.65625,9.7265625,0.41015625,3,8.34765625,0.55859375,38,0.191245504,0.162888227,0.059511001,3,,
39,3.65625,3.8671875,0.33203125,3,8.34765625,0.55859375,39,0.191245504,0.162888227,0.059511001,3,,
40,3.15625,6.6015625,0.97265625,4,4.41015625,0.74609375,40,0.275986813,0.181935135,0.056157277,4,,
41,3.15625,5.7421875,0.01953125,4,4.41015625,0.74609375,41,0.261880188,0.244985512,0.055974471,4,,
42,3.15625,5.7421875,0.97265625,1,4.41015625,0.74609375,42,0.275986813,0.181935135,0.056157277,4,,
43,3.15625,5.7421875,0.97265625,4,9.40234375,0.74609375,43,0.275986813,0.181935135,0.056157277,4,,
44,3.15625,5.7421875,0.97265625,4,4.41015625,0.65234375,44,0.275986813,0.181935135,0.056157277,4,,
45,8.71875,6.6015625,0.01953125,1,9.40234375,0.65234375,45,0.17977633,0.167086146,0.059308724,4,,
46,3.65625,3.8671875,0.41015625,3,8.34765625,0.55859375,46,0.275986813,0.181935135,0.056157277,4,,
47,2.21875,3.8671875,0.41015625,3,8.34765625,0.55859375,47,0.17977633,0.167086146,0.059308724,4,,
48,3.65625,9.7265625,0.41015625,3,8.34765625,0.55859375,48,0.44840633,0.431954361,0.051119157,4,,
49,3.65625,3.8671875,0.33203125,3,8.34765625,0.55859375,49,0.44840633,0.431954361,0.051119157,4,,
0,3.65625,3.8671875,0.41015625,3,8.34765625,0.55859375,0,0.194588483,0.151408134,0.009533256,0,,
1,3.65625,3.8671875,0.41015625,3,9.96484375,0.55859375,1,0.265219269,0.278550503,0.01153911,0,,
2,3.65625,3.8671875,0.41015625,3,8.34765625,0.58984375,2,0.1021581,0.102451438,0.011900977,0,,
3,2.21875,9.7265625,0.33203125,3,9.96484375,0.58984375,3,0.1021581,0.102451438,0.011900977,0,,
4,7.65625,8.8671875,0.91015625,1,3.84765625,0.05859375,4,0.348335351,0.311407758,0.055531495,0,,
5,6.21875,8.8671875,0.91015625,1,3.84765625,0.05859375,5,0.348335351,0.311407758,0.055531495,0,,
6,7.65625,4.7265625,0.91015625,1,3.84765625,0.05859375,6,0.122726914,0.148896789,0.058299341,0,,
7,7.65625,8.8671875,0.83203125,1,3.84765625,0.05859375,7,0.155393688,0.169355562,0.05799987,0,,
8,7.65625,8.8671875,0.91015625,1,3.84765625,0.05859375,8,0.18690792,0.175698451,0.055768849,0,,
9,7.65625,8.8671875,0.91015625,1,5.46484375,0.05859375,9,0.186761458,0.178956424,0.057630212,0,,
10,3.65625,3.8671875,0.41015625,3,8.34765625,0.55859375,10,0.186761458,0.178956424,0.057630212,1,,
11,3.65625,3.8671875,0.41015625,3,9.96484375,0.55859375,11,0.186761458,0.178956424,0.057630212,1,,
12,3.65625,3.8671875,0.41015625,3,8.34765625,0.58984375,12,0.186761458,0.178956424,0.057630212,1,,
13,2.21875,9.7265625,0.33203125,3,9.96484375,0.58984375,13,0.186761458,0.178956424,0.057630212,1,,
14,7.65625,8.8671875,0.91015625,1,3.84765625,0.05859375,14,0.067058967,0.085334527,0.059747816,1,,
15,6.21875,8.8671875,0.91015625,1,3.84765625,0.05859375,15,0.067058967,0.085334527,0.059747816,1,,
16,7.65625,4.7265625,0.91015625,1,3.84765625,0.05859375,16,0.20319202,0.14065461,0.057950919,1,,
17,7.65625,8.8671875,0.83203125,1,3.84765625,0.05859375,17,0.266302376,0.202465309,0.058546044,1,,
18,7.65625,8.8671875,0.91015625,1,3.84765625,0.05859375,18,0.299999781,0.264500042,0.056642502,1,,
19,7.65625,8.8671875,0.91015625,1,5.46484375,0.05859375,19,0.15284693,0.161128101,0.061656902,1,,
20,3.65625,3.8671875,0.41015625,3,8.34765625,0.55859375,20,0.299999781,0.264500042,0.056642502,2,,
21,3.65625,3.8671875,0.41015625,3,9.96484375,0.55859375,21,0.122726914,0.148896789,0.058299341,2,,
