Unnamed: 0,fermi_alpha,fermi_b,social_factor,connections_perstep,opinion_max_diff,conformity,Run,Replicates,Network Modularity,Leibovici Entropy Index,Altieri Entropy Index,connections_per_step,Modularity
11,6.21875,0.9765625,0.58984375,4,3.84765625,0.03515625,11,0.130402172,0.128219827,0,1,,
12,6.21875,0.9765625,0.58984375,4,7.57421875,0.56640625,12,0.130402172,0.128219827,0,1,,
13,8.28125,6.0546875,0.30859375,4,3.84765625,0.56640625,13,0.190022363,0.149160765,0,1,,
14,2.21875,5.9765625,0.08984375,2,3.07421875,0.53515625,14,0.190022363,0.149160765,0,1,,
15,4.28125,5.9765625,0.08984375,2,3.07421875,0.53515625,15,0.190022363,0.149160765,0,1,,
16,2.21875,1.0546875,0.08984375,2,3.07421875,0.53515625,16,0.190022363,0.149160765,0,1,,
17,2.21875,5.9765625,0.80859375,2,3.07421875,0.53515625,17,0.190022363,0.149160765,0,1,,
18,2.21875,5.9765625,0.08984375,2,3.07421875,0.53515625,18,0.190022363,0.149160765,0,1,,
19,2.21875,5.9765625,0.08984375,2,8.34765625,0.53515625,19,0.130402172,0.128219827,0,1,,
20,6.21875,0.9765625,0.58984375,4,7.57421875,0.03515625,20,0.190022363,0.149160765,0,2,,
21,6.21875,0.9765625,0.58984375,4,3.84765625,0.03515625,21,0.190022363,0.149160765,0,2,,
22,6.21875,0.9765625,0.58984375,4,7.57421875,0.56640625,22,0.190022363,0.149160765,0,2,,
23,8.28125,6.0546875,0.30859375,4,3.84765625,0.56640625,23,0.187638829,0.16949207,0,2,,
24,2.21875,5.9765625,0.08984375,2,3.07421875,0.53515625,24,0.190022363,0.149160765,0,2,,
25,4.28125,5.9765625,0.08984375,2,3.07421875,0.53515625,25,0.190022363,0.149160765,0,2,,
26,2.21875,1.0546875,0.08984375,2,3.07421875,0.53515625,26,0.190022363,0.149160765,0,2,,
27,2.21875,5.9765625,0.80859375,2,3.07421875,0.53515625,27,0.190022363,0.149160765,0,2,,
28,2.21875,5.9765625,0.08984375,2,3.07421875,0.53515625,28,0.130402172,0.128219827,0,2,,
29,2.21875,5.9765625,0.08984375,2,8.34765625,0.53515625,29,0.190022363,0.149160765,0,2,,
30,6.21875,0.9765625,0.58984375,4,7.57421875,0.03515625,30,0.130402172,0.128219827,0,3,,
31,6.21875,0.9765625,0.58984375,4,3.84765625,0.03515625,31,0.130402172,0.128219827,0,3,,
32,6.21875,0.9765625,0.58984375,4,7.57421875,0.56640625,32,0.130402172,0.128219827,0,3,,
33,8.28125,6.0546875,0.30859375,4,3.84765625,0.56640625,33,0.29072757,0.284067781,0,3,,
34,2.21875,5.9765625,0.08984375,2,3.07421875,0.53515625,34,0.187638829,0.16949207,0,3,,
35,4.28125,5.9765625,0.08984375,2,3.07421875,0.53515625,35,0.190022363,0.149160765,0,3,,
36,2.21875,1.0546875,0.08984375,2,3.07421875,0.53515625,36,0.190022363,0.149160765,0,3,,
37,2.21875,5.9765625,0.80859375,2,3.07421875,0.53515625,37,0.190022363,0.149160765,0,3,,
38,2.21875,5.9765625,0.08984375,2,3.07421875,0.53515625,38,0.190022363,0.149160765,0,3,,
39,2.21875,5.9765625,0.08984375,2,8.34765625,0.53515625,39,0.187638829,0.16949207,0,3,,
40,6.21875,0.9765625,0.58984375,4,7.57421875,0.03515625,40,0.187638829,0.16949207,0,4,,
41,6.21875,0.9765625,0.58984375,4,3.84765625,0.03515625,41,0.187638829,0.16949207,0,4,,
42,6.21875,0.9765625,0.58984375,4,7.57421875,0.56640625,42,0.187638829,0.16949207,0,4,,
43,8.28125,6.0546875,0.30859375,4,3.84765625,0.56640625,43,0.255717602,0.228253706,0,4,,
44,2.21875,5.9765625,0.08984375,2,3.07421875,0.53515625,44,0.130402172,0.128219827,0,4,,
45,4.28125,5.9765625,0.08984375,2,3.07421875,0.53515625,45,0.255717602,0.228253706,0,4,,
46,2.21875,1.0546875,0.08984375,2,3.07421875,0.53515625,46,0.187638829,0.16949207,0,4,,
47,2.21875,5.9765625,0.80859375,2,3.07421875,0.53515625,47,0.187638829,0.16949207,0,4,,
48,2.21875,5.9765625,0.08984375,2,3.07421875,0.53515625,48,0.29072757,0.284067781,0,4,,
49,2.21875,5.9765625,0.08984375,2,8.34765625,0.53515625,49,0.29072757,0.284067781,0,4,,
0,7.09375,1.2109375,0.66796875,3,3.49609375,0.30078125,0,0.42197684,0.347113709,0.416679568,0,,
1,7.09375,4.5703125,0.23046875,3,3.49609375,0.30078125,1,0.313280749,0.255570953,0.010219051,0,,
2,7.09375,4.5703125,0.66796875,3,3.49609375,0.30078125,2,0.096883039,0.117674349,0.010158686,0,,
3,7.09375,4.5703125,0.66796875,3,6.51953125,0.30078125,3,0.079321031,0.074631511,0.002550405,0,,
4,7.09375,4.5703125,0.66796875,3,3.49609375,0.11328125,4,0.315629613,0.270046793,0.011934381,0,,
5,9.90625,1.2109375,0.23046875,3,6.51953125,0.11328125,5,0.295135338,0.198446501,0.045359363,0,,
6,3.09375,9.5703125,0.16796875,1,7.99609375,0.80078125,6,0.295135338,0.198446501,0.045359363,0,,
7,5.90625,9.5703125,0.16796875,1,7.99609375,0.80078125,7,0.295135338,0.198446501,0.045359363,0,,
8,3.09375,6.2109375,0.16796875,1,7.99609375,0.80078125,8,0.295135338,0.198446501,0.045359363,0,,
9,3.09375,9.5703125,0.73046875,1,7.99609375,0.80078125,9,0.295135338,0.198446501,0.045359363,0,,
10,7.09375,1.2109375,0.66796875,3,3.49609375,0.30078125,10,0.295135338,0.198446501,0.045359363,1,,
11,7.09375,4.5703125,0.23046875,3,3.49609375,0.30078125,11,0.295135338,0.198446501,0.045359363,1,,
12,7.09375,4.5703125,0.66796875,3,3.49609375,0.30078125,12,0.295135338,0.198446501,0.045359363,1,,
13,7.09375,4.5703125,0.66796875,3,6.51953125,0.30078125,13,0.295135338,0.198446501,0.045359363,1,,
14,7.09375,4.5703125,0.66796875,3,3.49609375,0.11328125,14,0.295135338,0.198446501,0.045359363,1,,
15,9.90625,1.2109375,0.23046875,3,6.51953125,0.11328125,15,0.280091663,0.201998986,0.053223891,1,,
16,3.09375,9.5703125,0.16796875,1,7.99609375,0.80078125,16,0.280091663,0.201998986,0.053223891,1,,
17,5.90625,9.5703125,0.16796875,1,7.99609375,0.80078125,17,0.295135338,0.198446501,0.045359363,1,,
18,3.09375,6.2109375,0.16796875,1,7.99609375,0.80078125,18,0.280091663,0.201998986,0.053223891,1,,
19,3.09375,9.5703125,0.73046875,1,7.99609375,0.80078125,19,0.295135338,0.198446501,0.045359363,1,,
20,7.09375,1.2109375,0.66796875,3,3.49609375,0.30078125,20,0.280091663,0.201998986,0.053223891,2,,
21,7.09375,4.5703125,0.23046875,3,3.49609375,0.30078125,21,0.280091663,0.201998986,0.053223891,2,,
22,7.09375,4.5703125,0.66796875,3,3.49609375,0.30078125,22,0.295135338,0.198446501,0.045359363,2,,
23,7.09375,4.5703125,0.66796875,3,6.51953125,0.30078125,23,0.295135338,0.198446501,0.045359363,2,,
24,7.09375,4.5703125,0.66796875,3,3.49609375,0.11328125,24,0.295135338,0.198446501,0.045359363,2,,
25,9.90625,1.2109375,0.23046875,3,6.51953125,0.11328125,25,0.191430725,0.180682898,0.195225002,2,,
26,3.09375,9.5703125,0.16796875,1,7.99609375,0.80078125,26,0.295135338,0.198446501,0.045359363,2,,
27,5.90625,9.5703125,0.16796875,1,7.99609375,0.80078125,27,0.280091663,0.201998986,0.053223891,2,,
28,3.09375,6.2109375,0.16796875,1,7.99609375,0.80078125,28,0.280091663,0.201998986,0.053223891,2,,
29,3.09375,9.5703125,0.73046875,1,7.99609375,0.80078125,29,0.280091663,0.201998986,0.053223891,2,,
30,7.09375,1.2109375,0.66796875,3,3.49609375,0.30078125,30,0.280091663,0.201998986,0.053223891,3,,
31,7.09375,4.5703125,0.23046875,3,3.49609375,0.30078125,31,0.280091663,0.201998986,0.053223891,3,,
32,7.09375,4.5703125,0.66796875,3,3.49609375,0.30078125,32,0.295135338,0.198446501,0.045359363,3,,
33,7.09375,4.5703125,0.66796875,3,6.51953125,0.30078125,33,0.295135338,0.198446501,0.045359363,3,,
34,7.09375,4.5703125,0.66796875,3,3.49609375,0.11328125,34,0.295135338,0.198446501,0.045359363,3,,
35,9.90625,1.2109375,0.23046875,3,6.51953125,0.11328125,35,0.217919196,0.211611938,0.053578386,3,,
36,3.09375,9.5703125,0.16796875,1,7.99609375,0.80078125,36,0.280091663,0.201998986,0.053223891,3,,
37,5.90625,9.5703125,0.16796875,1,7.99609375,0.80078125,37,0.191430725,0.180682898,0.195225002,3,,
38,3.09375,6.2109375,0.16796875,1,7.99609375,0.80078125,38,0.217919196,0.211611938,0.053578386,3,,
39,3.09375,9.5703125,0.73046875,1,7.99609375,0.80078125,39,0.191430725,0.180682898,0.195225002,3,,
40,7.09375,1.2109375,0.66796875,3,3.49609375,0.30078125,40,0.191430725,0.180682898,0.195225002,4,,
41,7.09375,4.5703125,0.23046875,3,3.49609375,0.30078125,41,0.191430725,0.180682898,0.195225002,4,,
42,7.09375,4.5703125,0.66796875,3,3.49609375,0.30078125,42,0.191430725,0.180682898,0.195225002,4,,
43,7.09375,4.5703125,0.66796875,3,6.51953125,0.30078125,43,0.191430725,0.180682898,0.195225002,4,,
44,7.09375,4.5703125,0.66796875,3,3.49609375,0.11328125,44,0.217919196,0.211611938,0.053578386,4,,
45,9.90625,1.2109375,0.23046875,3,6.51953125,0.11328125,45,0.275259441,0.214872133,0.061382191,4,,
46,3.09375,9.5703125,0.16796875,1,7.99609375,0.80078125,46,0.217919196,0.211611938,0.053578386,4,,
47,5.90625,9.5703125,0.16796875,1,7.99609375,0.80078125,47,0.275259441,0.214872133,0.061382191,4,,
48,3.09375,6.2109375,0.16796875,1,7.99609375,0.80078125,48,0.275259441,0.214872133,0.061382191,4,,
49,3.09375,9.5703125,0.73046875,1,7.99609375,0.80078125,49,0.275259441,0.214872133,0.061382191,4,,
0,2.21875,5.9765625,0.08984375,2,3.07421875,0.06640625,0,0.308839028,0.269218458,0.030106338,0,,
1,4.28125,1.0546875,0.80859375,2,8.34765625,0.06640625,1,0.386458268,0.332678575,0.45001368,0,,
2,2.15625,1.9921875,0.59765625,4,3.28515625,0.87109375,2,0.386458268,0.332678575,0.45001368,0,,
3,5.71875,1.9921875,0.59765625,4,3.28515625,0.87109375,3,0.414768533,0.385115437,0.053643492,0,,
4,2.15625,0.3515625,0.59765625,4,3.28515625,0.87109375,4,0.414768533,0.385115437,0.053643492,0,,
5,2.15625,1.9921875,0.64453125,4,3.28515625,0.87109375,5,0.414768533,0.385115437,0.053643492,0,,
6,2.15625,1.9921875,0.59765625,4,3.28515625,0.87109375,6,0.414768533,0.385115437,0.053643492,0,,
7,2.15625,1.9921875,0.59765625,4,3.77734375,0.87109375,7,0.414768533,0.385115437,0.053643492,0,,
8,2.15625,1.9921875,0.59765625,4,3.28515625,0.52734375,8,0.414768533,0.385115437,0.053643492,0,,
9,5.71875,0.3515625,0.64453125,4,3.77734375,0.52734375,9,0.323464358,0.215238997,0.061095708,0,,
10,2.21875,5.9765625,0.08984375,2,3.07421875,0.06640625,10,0.323464358,0.215238997,0.061095708,1,,
11,4.28125,1.0546875,0.80859375,2,8.34765625,0.06640625,11,0.323464358,0.215238997,0.061095708,1,,
12,2.15625,1.9921875,0.59765625,4,3.28515625,0.87109375,12,0.323464358,0.215238997,0.061095708,1,,
13,5.71875,1.9921875,0.59765625,4,3.28515625,0.87109375,13,0.297654188,0.223347782,0.02382375,1,,
14,2.15625,0.3515625,0.59765625,4,3.28515625,0.87109375,14,0.297654188,0.223347782,0.02382375,1,,
15,2.15625,1.9921875,0.64453125,4,3.28515625,0.87109375,15,0.297654188,0.223347782,0.02382375,1,,
16,2.15625,1.9921875,0.59765625,4,3.28515625,0.87109375,16,0.297654188,0.223347782,0.02382375,1,,
17,2.15625,1.9921875,0.59765625,4,3.77734375,0.87109375,17,0.297654188,0.223347782,0.02382375,1,,
18,2.15625,1.9921875,0.59765625,4,3.28515625,0.52734375,18,0.323464358,0.215238997,0.061095708,1,,
19,5.71875,0.3515625,0.64453125,4,3.77734375,0.52734375,19,0.283178666,0.202593956,0.061554584,1,,
20,2.21875,5.9765625,0.08984375,2,3.07421875,0.06640625,20,0.297654188,0.223347782,0.02382375,2,,
21,4.28125,1.0546875,0.80859375,2,8.34765625,0.06640625,21,0.297654188,0.223347782,0.02382375,2,,
22,2.15625,1.9921875,0.59765625,4,3.28515625,0.87109375,22,0.297654188,0.223347782,0.02382375,2,,
23,5.71875,1.9921875,0.59765625,4,3.28515625,0.87109375,23,0.417491106,0.316443556,0.107802716,2,,
24,2.15625,0.3515625,0.59765625,4,3.28515625,0.87109375,24,0.283178666,0.202593956,0.061554584,2,,
25,2.15625,1.9921875,0.64453125,4,3.28515625,0.87109375,25,0.414768533,0.385115437,0.053643492,2,,
26,2.15625,1.9921875,0.59765625,4,3.28515625,0.87109375,26,0.297654188,0.223347782,0.02382375,2,,
27,2.15625,1.9921875,0.59765625,4,3.77734375,0.87109375,27,0.297654188,0.223347782,0.02382375,2,,
28,2.15625,1.9921875,0.59765625,4,3.28515625,0.52734375,28,0.283178666,0.202593956,0.061554584,2,,
29,5.71875,0.3515625,0.64453125,4,3.77734375,0.52734375,29,0.192782363,0.09444345,0.051532939,2,,
30,2.21875,5.9765625,0.08984375,2,3.07421875,0.06640625,30,0.283178666,0.202593956,0.061554584,3,,
31,4.28125,1.0546875,0.80859375,2,8.34765625,0.06640625,31,0.283178666,0.202593956,0.061554584,3,,
32,2.15625,1.9921875,0.59765625,4,3.28515625,0.87109375,32,0.297654188,0.223347782,0.02382375,3,,
33,5.71875,1.9921875,0.59765625,4,3.28515625,0.87109375,33,0.319165164,0.300649226,0.087517987,3,,
34,2.15625,0.3515625,0.59765625,4,3.28515625,0.87109375,34,0.417491106,0.316443556,0.107802716,3,,
35,2.15625,1.9921875,0.64453125,4,3.28515625,0.87109375,35,0.283178666,0.202593956,0.061554584,3,,
36,2.15625,1.9921875,0.59765625,4,3.28515625,0.87109375,36,0.319165164,0.300649226,0.087517987,3,,
37,2.15625,1.9921875,0.59765625,4,3.77734375,0.87109375,37,0.297654188,0.223347782,0.02382375,3,,
38,2.15625,1.9921875,0.59765625,4,3.28515625,0.52734375,38,0.283178666,0.202593956,0.061554584,3,,
39,5.71875,0.3515625,0.64453125,4,3.77734375,0.52734375,39,0.354816971,0.299299301,0.056790716,3,,
40,2.21875,5.9765625,0.08984375,2,3.07421875,0.06640625,40,0.417491106,0.316443556,0.107802716,4,,
41,4.28125,1.0546875,0.80859375,2,8.34765625,0.06640625,41,0.417491106,0.316443556,0.107802716,4,,
42,2.15625,1.9921875,0.59765625,4,3.28515625,0.87109375,42,0.417491106,0.316443556,0.107802716,4,,
43,5.71875,1.9921875,0.59765625,4,3.28515625,0.87109375,43,1.603979909,1.313427265,0.480584204,4,,
44,2.15625,0.3515625,0.59765625,4,3.28515625,0.87109375,44,0.192782363,0.09444345,0.051532939,4,,
45,2.15625,1.9921875,0.64453125,4,3.28515625,0.87109375,45,0.192782363,0.09444345,0.051532939,4,,
46,2.15625,1.9921875,0.59765625,4,3.28515625,0.87109375,46,0.417491106,0.316443556,0.107802716,4,,
47,2.15625,1.9921875,0.59765625,4,3.77734375,0.87109375,47,0.417491106,0.316443556,0.107802716,4,,
48,2.15625,1.9921875,0.59765625,4,3.28515625,0.52734375,48,0.319165164,0.300649226,0.087517987,4,,
49,5.71875,0.3515625,0.64453125,4,3.77734375,0.52734375,49,0.390826674,0.196491195,0.062562633,4,,
0,6.15625,6.9921875,0.09765625,2,7.78515625,0.37109375,0,0.183076148,0.151657765,0.02604814,0,,
1,9.71875,6.9921875,0.09765625,2,7.78515625,0.37109375,1,0.106999097,0.111339571,0.029807639,0,,
2,6.15625,5.3515625,0.09765625,2,7.78515625,0.37109375,2,0.106999097,0.111339571,0.029807639,0,,
3,6.15625,6.9921875,0.14453125,2,7.78515625,0.37109375,3,0.106999097,0.111339571,0.029807639,0,,
4,6.15625,6.9921875,0.09765625,2,7.78515625,0.37109375,4,0.106999097,0.111339571,0.029807639,0,,
5,6.15625,6.9921875,0.09765625,2,8.27734375,0.37109375,5,0.106999097,0.111339571,0.029807639,0,,
6,6.15625,6.9921875,0.09765625,2,7.78515625,0.02734375,6,0.106999097,0.111339571,0.029807639,0,,
7,9.71875,5.3515625,0.14453125,2,8.27734375,0.02734375,7,0.148241934,0.153931466,0.025489266,0,,
8,8.15625,4.4921875,0.84765625,3,5.53515625,0.12109375,8,0.148241934,0.153931466,0.025489266,0,,
9,3.71875,4.4921875,0.84765625,3,5.53515625,0.12109375,9,0.148241934,0.153931466,0.025489266,0,,
10,6.15625,6.9921875,0.09765625,2,7.78515625,0.37109375,10,0.148241934,0.153931466,0.025489266,1,,
11,9.71875,6.9921875,0.09765625,2,7.78515625,0.37109375,11,0.204825174,0.188960725,0.024527671,1,,
12,6.15625,5.3515625,0.09765625,2,7.78515625,0.37109375,12,0.204825174,0.188960725,0.024527671,1,,
13,6.15625,6.9921875,0.14453125,2,7.78515625,0.37109375,13,0.204825174,0.188960725,0.024527671,1,,
14,6.15625,6.9921875,0.09765625,2,7.78515625,0.37109375,14,0.204825174,0.188960725,0.024527671,1,,
15,6.15625,6.9921875,0.09765625,2,8.27734375,0.37109375,15,0.204825174,0.188960725,0.024527671,1,,
16,6.15625,6.9921875,0.09765625,2,7.78515625,0.02734375,16,0.148241934,0.153931466,0.025489266,1,,
17,9.71875,5.3515625,0.14453125,2,8.27734375,0.02734375,17,0.109721691,0.092281325,0.026948605,1,,
18,8.15625,4.4921875,0.84765625,3,5.53515625,0.12109375,18,0.148241934,0.153931466,0.025489266,1,,
19,3.71875,4.4921875,0.84765625,3,5.53515625,0.12109375,19,0.109721691,0.092281325,0.026948605,1,,
20,6.15625,6.9921875,0.09765625,2,7.78515625,0.37109375,20,0.109721691,0.092281325,0.026948605,2,,
21,9.71875,6.9921875,0.09765625,2,7.78515625,0.37109375,21,0.056176191,0.032320911,0.026916623,2,,
22,6.15625,5.3515625,0.09765625,2,7.78515625,0.37109375,22,0.204825174,0.188960725,0.024527671,2,,
23,6.15625,6.9921875,0.14453125,2,7.78515625,0.37109375,23,0.204825174,0.188960725,0.024527671,2,,
24,6.15625,6.9921875,0.09765625,2,7.78515625,0.37109375,24,0.106999097,0.111339571,0.029807639,2,,
25,6.15625,6.9921875,0.09765625,2,8.27734375,0.37109375,25,0.204825174,0.188960725,0.024527671,2,,
26,6.15625,6.9921875,0.09765625,2,7.78515625,0.02734375,26,0.204825174,0.188960725,0.024527671,2,,
27,9.71875,5.3515625,0.14453125,2,8.27734375,0.02734375,27,0.226533433,0.197076124,0.027725928,2,,
28,8.15625,4.4921875,0.84765625,3,5.53515625,0.12109375,28,0.106999097,0.111339571,0.029807639,2,,
29,3.71875,4.4921875,0.84765625,3,5.53515625,0.12109375,29,0.056176191,0.032320911,0.026916623,2,,
30,6.15625,6.9921875,0.09765625,2,7.78515625,0.37109375,30,0.204825174,0.188960725,0.024527671,3,,
31,9.71875,6.9921875,0.09765625,2,7.78515625,0.37109375,31,0.10854444,0.111942506,0.030096337,3,,
32,6.15625,5.3515625,0.09765625,2,7.78515625,0.37109375,32,0.106999097,0.111339571,0.029807639,3,,
33,6.15625,6.9921875,0.14453125,2,7.78515625,0.37109375,33,0.056176191,0.032320911,0.026916623,3,,
34,6.15625,6.9921875,0.09765625,2,7.78515625,0.37109375,34,0.109721691,0.092281325,0.026948605,3,,
35,6.15625,6.9921875,0.09765625,2,8.27734375,0.37109375,35,0.109721691,0.092281325,0.026948605,3,,
36,6.15625,6.9921875,0.09765625,2,7.78515625,0.02734375,36,0.109721691,0.092281325,0.026948605,3,,
37,9.71875,5.3515625,0.14453125,2,8.27734375,0.02734375,37,0.265140432,0.250591511,0.025731933,3,,
38,8.15625,4.4921875,0.84765625,3,5.53515625,0.12109375,38,0.226533433,0.197076124,0.027725928,3,,
39,3.71875,4.4921875,0.84765625,3,5.53515625,0.12109375,39,0.056176191,0.032320911,0.026916623,3,,
40,6.15625,6.9921875,0.09765625,2,7.78515625,0.37109375,40,0.109721691,0.092281325,0.026948605,4,,
41,9.71875,6.9921875,0.09765625,2,7.78515625,0.37109375,41,0.193450802,0.178163331,0.026437161,4,,
42,6.15625,5.3515625,0.09765625,2,7.78515625,0.37109375,42,0.056176191,0.032320911,0.026916623,4,,
43,6.15625,6.9921875,0.14453125,2,7.78515625,0.37109375,43,0.056176191,0.032320911,0.026916623,4,,
44,6.15625,6.9921875,0.09765625,2,7.78515625,0.37109375,44,0.109721691,0.092281325,0.026948605,4,,
45,6.15625,6.9921875,0.09765625,2,8.27734375,0.37109375,45,0.056176191,0.032320911,0.026916623,4,,
46,6.15625,6.9921875,0.09765625,2,7.78515625,0.02734375,46,0.056176191,0.032320911,0.026916623,4,,
47,9.71875,5.3515625,0.14453125,2,8.27734375,0.02734375,47,0.095589474,0.10156064,0.027204024,4,,
48,8.15625,4.4921875,0.84765625,3,5.53515625,0.12109375,48,0.148241934,0.153931466,0.025489266,4,,
49,3.71875,4.4921875,0.84765625,3,5.53515625,0.12109375,49,0.226533433,0.197076124,0.027725928,4,,
0,8.15625,7.8515625,0.84765625,3,5.53515625,0.12109375,0,0.10002068,0.111549933,0.004767384,0,,
1,8.15625,4.4921875,0.39453125,3,5.53515625,0.12109375,1,0.178422324,0.145880387,0.007560464,0,,
2,8.15625,4.4921875,0.84765625,1,5.53515625,0.12109375,2,0.069967907,0.072406421,0.059117458,0,,
3,8.15625,4.4921875,0.84765625,3,6.02734375,0.12109375,3,0.147371485,0.133585646,0.008916426,0,,
4,8.15625,4.4921875,0.84765625,3,5.53515625,0.27734375,4,0.123936086,0.087864431,0.004267039,0,,
5,3.71875,7.8515625,0.39453125,1,6.02734375,0.27734375,5,0.123936086,0.087864431,0.004267039,0,,
6,4.15625,9.4921875,0.34765625,1,1.03515625,0.62109375,6,0.123936086,0.087864431,0.004267039,0,,
7,7.71875,9.4921875,0.34765625,1,1.03515625,0.62109375,7,0.123936086,0.087864431,0.004267039,0,,
8,4.15625,2.8515625,0.34765625,1,1.03515625,0.62109375,8,0.123936086,0.087864431,0.004267039,0,,
9,4.15625,9.4921875,0.89453125,1,1.03515625,0.62109375,9,0.123936086,0.087864431,0.004267039,0,,
10,8.15625,7.8515625,0.84765625,3,5.53515625,0.12109375,10,0.292782598,0.228187266,0.005120075,1,,
11,8.15625,4.4921875,0.39453125,3,5.53515625,0.12109375,11,0.35571293,0.280978533,0.008436013,1,,
12,8.15625,4.4921875,0.84765625,1,5.53515625,0.12109375,12,0.142307726,0.140923373,0.058766843,1,,
13,8.15625,4.4921875,0.84765625,3,6.02734375,0.12109375,13,0.159536609,0.158673545,0.010158503,1,,
14,8.15625,4.4921875,0.84765625,3,5.53515625,0.27734375,14,0.101428246,0.094165237,0.009987376,1,,
15,3.71875,7.8515625,0.39453125,1,6.02734375,0.27734375,15,0.101428246,0.094165237,0.009987376,1,,
16,4.15625,9.4921875,0.34765625,1,1.03515625,0.62109375,16,0.10002068,0.111549933,0.004767384,1,,
17,7.71875,9.4921875,0.34765625,1,1.03515625,0.62109375,17,0.10002068,0.111549933,0.004767384,1,,
18,4.15625,2.8515625,0.34765625,1,1.03515625,0.62109375,18,0.10002068,0.111549933,0.004767384,1,,
19,4.15625,9.4921875,0.89453125,1,1.03515625,0.62109375,19,0.10002068,0.111549933,0.004767384,1,,
20,8.15625,7.8515625,0.84765625,3,5.53515625,0.12109375,20,0.230789076,0.187034218,0.003028207,2,,
21,8.15625,4.4921875,0.39453125,3,5.53515625,0.12109375,21,0.12226724,0.143956116,0.006943441,2,,
22,8.15625,4.4921875,0.84765625,1,5.53515625,0.12109375,22,0.210565453,0.224691764,0.056951221,2,,
23,8.15625,4.4921875,0.84765625,3,6.02734375,0.12109375,23,0.234601971,0.127716768,0.010464554,2,,
24,8.15625,4.4921875,0.84765625,3,5.53515625,0.27734375,24,0.131935924,0.117667336,0.005678631,2,,
25,3.71875,7.8515625,0.39453125,1,6.02734375,0.27734375,25,0.142307726,0.140923373,0.058766843,2,,
26,4.15625,9.4921875,0.34765625,1,1.03515625,0.62109375,26,0.159536609,0.158673545,0.010158503,2,,
27,7.71875,9.4921875,0.34765625,1,1.03515625,0.62109375,27,0.159536609,0.158673545,0.010158503,2,,
28,4.15625,2.8515625,0.34765625,1,1.03515625,0.62109375,28,0.101428246,0.094165237,0.009987376,2,,
29,4.15625,9.4921875,0.89453125,1,1.03515625,0.62109375,29,0.101428246,0.094165237,0.009987376,2,,
30,8.15625,7.8515625,0.84765625,3,5.53515625,0.12109375,30,0.205785882,0.182698589,0.007931832,3,,
31,8.15625,4.4921875,0.39453125,3,5.53515625,0.12109375,31,0.146767198,0.125697251,0.009545279,3,,
32,8.15625,4.4921875,0.84765625,1,5.53515625,0.12109375,32,0.20165101,0.188513703,0.059584571,3,,
33,8.15625,4.4921875,0.84765625,3,6.02734375,0.12109375,33,0.159628779,0.163869796,0.010656808,3,,
34,8.15625,4.4921875,0.84765625,3,5.53515625,0.27734375,34,0.067841273,0.062654246,0.008758746,3,,
35,3.71875,7.8515625,0.39453125,1,6.02734375,0.27734375,35,0.10002068,0.111549933,0.004767384,3,,
36,4.15625,9.4921875,0.34765625,1,1.03515625,0.62109375,36,0.10002068,0.111549933,0.004767384,3,,
37,7.71875,9.4921875,0.34765625,1,1.03515625,0.62109375,37,0.10002068,0.111549933,0.004767384,3,,
38,4.15625,2.8515625,0.34765625,1,1.03515625,0.62109375,38,0.10002068,0.111549933,0.004767384,3,,
39,4.15625,9.4921875,0.89453125,1,1.03515625,0.62109375,39,0.10002068,0.111549933,0.004767384,3,,
40,8.15625,7.8515625,0.84765625,3,5.53515625,0.12109375,40,0.167026104,0.108570077,0.00679705,4,,
41,8.15625,4.4921875,0.39453125,3,5.53515625,0.12109375,41,0.091483178,0.104359298,0.008194979,4,,
42,8.15625,4.4921875,0.84765625,1,5.53515625,0.12109375,42,0.23880536,0.170539343,0.058876338,4,,
43,8.15625,4.4921875,0.84765625,3,6.02734375,0.12109375,43,0.233407554,0.193426425,0.011135982,4,,
44,8.15625,4.4921875,0.84765625,3,5.53515625,0.27734375,44,0.15969016,0.162257368,0.009163044,4,,
45,3.71875,7.8515625,0.39453125,1,6.02734375,0.27734375,45,0.210565453,0.224691764,0.056951221,4,,
46,4.15625,9.4921875,0.34765625,1,1.03515625,0.62109375,46,0.234601971,0.127716768,0.010464554,4,,
47,7.71875,9.4921875,0.34765625,1,1.03515625,0.62109375,47,0.234601971,0.127716768,0.010464554,4,,
48,4.15625,2.8515625,0.34765625,1,1.03515625,0.62109375,48,0.131935924,0.117667336,0.005678631,4,,
49,4.15625,9.4921875,0.89453125,1,1.03515625,0.62109375,49,0.131935924,0.117667336,0.005678631,4,,
0,4.15625,9.4921875,0.34765625,3,1.03515625,0.62109375,0,2.158556659,1.734734315,0.00638469,0,,
1,4.15625,9.4921875,0.34765625,1,1.52734375,0.62109375,1,2.074339677,1.716925171,0.058989834,0,,
2,4.15625,9.4921875,0.34765625,1,1.03515625,0.77734375,2,2.142772408,1.749837845,0.057602454,0,,
3,7.71875,2.8515625,0.89453125,3,1.52734375,0.77734375,3,2.117906417,1.728169351,0.446756304,0,,
4,5.15625,3.2421875,0.22265625,1,2.16015625,0.99609375,4,2.117906417,1.728169351,0.446756304,0,,
5,2.71875,3.2421875,0.22265625,1,2.16015625,0.99609375,5,2.117906417,1.728169351,0.446756304,0,,
6,5.15625,9.1015625,0.22265625,1,2.16015625,0.99609375,6,2.117906417,1.728169351,0.446756304,0,,
